abstract,keywords
"BACKGROUND: Vital signs in our emergency department information system were entered into free-text fields for heart rate, respiratory rate, blood pressure, temperature and oxygen saturation. OBJECTIVE: We sought to convert these text entries into a more useful form, for research and QA purposes, upon entry into a data warehouse. METHODS: We derived a series of rules and assigned quality scores to the transformed values, conforming to physiologic parameters for vital signs across the age range and spectrum of illness seen in the emergency department. RESULTS: Validating these entries revealed that 98% of free-text data had perfect quality scores, conforming to established vital sign parameters. Average vital signs varied as expected by age. Degradations in quality scores were most commonly attributed logging temperature in Fahrenheit instead of Celsius; vital signs with this error could still be transformed for use. Errors occurred more frequently during periods of high triage, though error rates did not correlate with triage volume. CONCLUSIONS: In developing a method for importing free-text vital sign data from our emergency department information system, we now have a data warehouse with a broad array of quality-checked vital signs, permitting analysis and correlation with demographics and outcomes.",Data warehouse | electronic health records | emergency medicine | hospital information systems | text mining | user computer interface | vital signs.
"Patients experience various symptoms when they have either acute or chronic diseases or undergo some treatments for diseases. Symptoms are often indicators of the severity of the disease and the need for hospitalization. Symptoms are often described in free text written as clinical notes in the Electronic Health Records (EHR) and are not integrated with other clinical factors for disease prediction and healthcare outcome management. In this research, we propose a novel deep language model to extract patient-reported symptoms from clinical text. The deep language model integrates syntactic and semantic analysis for symptom extraction and identifies the actual symptoms reported by patients and conditional or negation symptoms. The deep language model can extract both complex and straightforward symptom expressions. We used a real-world clinical notes dataset to evaluate our model and demonstrated that our model achieves superior performance compared to three other state-of-the-art symptom extraction models. We extensively analyzed our model to illustrate its effectiveness by examining each components contribution to the model. Finally, we applied our model on a COVID-19 tweets data set to extract COVID-19 symptoms. The results show that our model can identify all the symptoms suggested by CDC ahead of their timeline and many rare symptoms.",
"OBJECTIVE: Depression is a prevalent disorder difficult to diagnose and treat. In particular, depressed patients exhibit largely unpredictable responses to treatment. Toward the goal of personalizing treatment for depression, we develop and evaluate computational models that use electronic health record (EHR) data for predicting the diagnosis and severity of depression, and response to treatment. MATERIALS AND METHODS: We develop regression-based models for predicting depression, its severity, and response to treatment from EHR data, using structured diagnosis and medication codes as well as free-text clinical reports. We used two datasets: 35,000 patients (5000 depressed) from the Palo Alto Medical Foundation and 5651 patients treated for depression from the Group Health Research Institute. RESULTS: Our models are able to predict a future diagnosis of depression up to 12 months in advance (area under the receiver operating characteristic curve (AUC) 0.70-0.80). We can differentiate patients with severe baseline depression from those with minimal or mild baseline depression (AUC 0.72). Baseline depression severity was the strongest predictor of treatment response for medication and psychotherapy. CONCLUSIONS: It is possible to use EHR data to predict a diagnosis of depression up to 12 months in advance and to differentiate between extreme baseline levels of depression. The models use commonly available data on diagnosis, medication, and clinical progress notes, making them easily portable. The ability to automatically determine severity can facilitate assembly of large patient cohorts with similar severity from multiple sites, which may enable elucidation of the moderators of treatment response in the future.",data mining | depression | electronic health records | ontology | personalized medicine
"BACKGROUND: Clinical information is often stored as free text, e.g. in discharge summaries or pathology reports. These documents are semi-structured using section headers, numbered lists, items and classification strings. However, it is still challenging to retrieve relevant documents since keyword searches applied on complete unstructured documents result in many false positive retrieval results. OBJECTIVES: We are concentrating on the processing of pathology reports as an example for unstructured clinical documents. The objective is to transform reports semi-automatically into an information structure that enables an improved access and retrieval of relevant data. The data is expected to be stored in a standardized, structured way to make it accessible for queries that are applied to specific sections of a document (section-sensitive queries) and for information reuse. METHODS: Our processing pipeline comprises information modelling, section boundary detection and section-sensitive queries. For enabling a focused search in unstructured data, documents are automatically structured and transformed into a patient information model specified through openEHR archetypes. The resulting XML-based pathology electronic health records (PEHRs) are queried by XQuery and visualized by XSLT in HTML. RESULTS: Pathology reports (PRs) can be reliably structured into sections by a keyword-based approach. The information modelling using openEHR allows saving time in the modelling process since many archetypes can be reused. The resulting standardized, structured PEHRs allow accessing relevant data by retrieving data matching user queries. CONCLUSIONS: Mapping unstructured reports into a standardized information model is a practical solution for a better access to data. Archetype-based XML enables section-sensitive retrieval and visualisation by well-established XML techniques. Focussing the retrieval to particular sections has the potential of saving retrieval time and improving the accuracy of the retrieval.",Standardized electronic health record | electronic health record system | information retrieval | medical informatics applications | openEHR | section boundary detection
"Rapid growth in electronic health records (EHRs) use has led to an unprecedented expansion of available clinical data in electronic formats. However, much of the important healthcare information is locked in the narrative documents. Therefore Natural Language Processing (NLP) technologies, e.g., Named Entity Recognition that identifies boundaries and types of entities, has been extensively studied to unlock important clinical information in free text. In this study, we investigated a novel deep learning method to recognize clinical entities in Chinese clinical documents using the minimal feature engineering approach. We developed a deep neural network (DNN) to generate word embeddings from a large unlabeled corpus through unsupervised learning and another DNN for the NER task. The experiment results showed that the DNN with word embeddings trained from the large unlabeled corpus outperformed the state-of-the-art CRF's model in the minimal feature engineering setting, achieving the highest F1-score of 0.9280. Further analysis showed that word embeddings derived through unsupervised learning from large unlabeled corpus remarkably improved the DNN with randomized embedding, denoting the usefulness of unsupervised feature learning.",
"BACKGROUND: In developing countries such as Iran, international standards offer good sources to survey and use for appropriate planning in the domain of electronic health records (EHRs). Therefore, in this study, HL7 and ASTM standards were considered as the main sources from which to extract EHR data. OBJECTIVE: The objective of this study was to propose a hospital data set for a national EHR consisting of data classes and data elements by adjusting data sets extracted from the standards and paper-based records. METHOD: This comparative study was carried out in 2017 by studying the contents of the paper-based records approved by the health ministry in Iran and the international ASTM and HL7 standards in order to extract a minimum hospital data set for a national EHR. RESULTS: As a result of studying the standards and paper-based records, a total of 526 data elements in 174 classes were extracted. An examination of the data indicated that the highest number of extracted data came from the free text elements, both in the paper-based records and in the standards related to the administrative data. The major sources of data extracted from ASTM and HL7 were the E1384 and Hl7V.x standards, respectively. In the paper-based records, data were extracted from 19 forms sporadically. DISCUSSION: By declaring the confidentiality of information, the ASTM standards acknowledge the issue of confidentiality of information as one of the main challenges of EHR development, and propose new types of admission, such as teleconference, tele-video, and home visit, which are inevitable with the advent of new technology for providing healthcare and treating diseases. Data related to finance and insurance, which were scattered in different categories by three organizations, emerged as the financial category. Documenting the role and responsibility of the provider by adding the authenticator/signature data element was deemed essential. CONCLUSION: Not only using well-defined and standardized data, but also adapting EHR systems to the local facilities and the existing social and cultural conditions, will facilitate the development of structured data sets.",comparative study | data set | electronic health record | hospital data
"BACKGROUND: Persistent somatic symptoms (PSS) are common in primary care and often accompanied by an increasing disease burden for both the patient and healthcare. In medical practice, PSS is historically considered a diagnosis by exclusion or primarily seen as psychological. Besides, registration of PSS in electronic health records (EHR) is unambiguous and possibly does not reflect classification adequately. The present study explores how general practitioners (GPs) currently register PSS, and their view regarding the need for improvements in classification, registration, and consultations. METHOD: Dutch GPs were invited by email to participate in a national cross-sectional online survey. The survey addressed ICPC-codes used by GPs to register PSS, PSS-related terminology added to free text areas, usage of PSS-related syndrome codes, and GPs' need for improvement of PSS classification, registration and care. RESULTS: GPs (n = 259) were most likely to use codes specific to the symptom presented (89.3%). PSS-related terminology in free-text areas was used sparsely. PSS-related syndrome codes were reportedly used by 91.5% of GPs, but this was primarily the case for the code for irritable bowel syndrome. The ambiguous registration of PSS is reported as problematic by 47.9% of GPs. Over 56.7% of GPs reported needing additional training, tools or other support for PSS classification and consultation. GPs also reported needing other referral options and better guidelines. CONCLUSIONS: Registration of PSS in primary care is currently ambiguous. Approximately half of GPs felt a need for more options for registration of PSS and reported a need for further support. In order to improve classification, registration and care for patients with PSS, there is a need for a more appropriate coding scheme and additional training.",Classification of Disease | Clinical Coding | Electronic Health Records | General Practitioners | Medically Unexplained Symptoms | Persistent Somatic Symptoms | Primary Health Care
"BACKGROUND: In recent years electronic health records (EHRs) have been introduced on a large scale into mental health care. EHRs have a great number of advantages, one of the main ones being readability. However, very little attention seems to have been paid to the potential disadvantages and risks associated with EHRs. AIM: To point to some of the disadvantages and risks of EHRs, in their present form, particularly in relation to the care of patients with severe mental illness (SMI). METHOD: On the basis of clinical experience and relevant literature, we discuss some of the disadvantages and risks associated with EHRs in their current form. RESULTS: In long-term, multidisciplinary and complex treatments of patients with SMI, EHRs in their current form fail to provide the psychiatrist with an adequate overview of the treatment process. This is largely due to the way they are designed: an ever-increasing quantity of information about complex treatment stored in separate files that can only be accessed individually and that contain free text. In mental health care the introduction of new technology, unlike the introduction of new drugs, seems to occur without structured surveillance of the disadvantages and risks involved. CONCLUSION: EHRs need to be re-designed at the earliest opportunity.",
"BACKGROUND: Since the creation of the problem-oriented medical record, the building of problem lists has been the focus of many studies. To date, this issue is not well resolved, and building an appropriate contextualized problem list is still a challenge. OBJECTIVE: This paper aims to present the process of building a shared multipurpose common problem list at the Geneva University Hospitals. This list aims to bridge the gap between clinicians' language expressed in free text and secondary uses requiring structured information. METHODS: We focused on the needs of clinicians by building a list of uniquely identified expressions to support their daily activities. In the second stage, these expressions were connected to additional information to build a complex graph of information. A list of 45,946 expressions manually extracted from clinical documents was manually curated and encoded in multiple semantic dimensions, such as International Classification of Diseases, 10th revision; International Classification of Primary Care 2nd edition; Systematized Nomenclature of Medicine Clinical Terms; or dimensions dictated by specific usages, such as identifying expressions specific to a domain, a gender, or an intervention. The list was progressively deployed for clinicians with an iterative process of quality control, maintenance, and improvements, including the addition of new expressions or dimensions for specific needs. The problem management of the electronic health record allowed the measurement and correction of encoding based on real-world use. RESULTS: The list was deployed in production in January 2017 and was regularly updated and deployed in new divisions of the hospital. Over 4 years, 684,102 problems were created using the list. The proportion of free-text entries decreased progressively from 37.47% (8321/22,206) in December 2017 to 18.38% (4547/24,738) in December 2020. In the last version of the list, over 14 dimensions were mapped to expressions, among which 5 were international classifications and 8 were other classifications for specific uses. The list became a central axis in the electronic health record, being used for many different purposes linked to care, such as surgical planning or emergency wards, or in research, for various predictions using machine learning techniques. CONCLUSIONS: This study breaks with common approaches primarily by focusing on real clinicians' language when expressing patients' problems and secondarily by mapping whatever is required, including controlled vocabularies to answer specific needs. This approach improves the quality of the expression of patients' problems while allowing the building of as many structured dimensions as needed to convey semantics according to specific contexts. The method is shown to be scalable, sustainable, and efficient at hiding the complexity of semantics or the burden of constraint-structured problem list entry for clinicians. Ongoing work is analyzing the impact of this approach on how clinicians express patients' problems.",electronic health records | medical records | problem-oriented | semantics
"Observational research using data from electronic health records (EHR) is a rapidly growing area, which promises both increased sample size and data richness - therefore unprecedented study power. However, in many medical domains, large amounts of potentially valuable data are contained within the free text clinical narrative. Manually reviewing free text to obtain desired information is an inefficient use of researcher time and skill. Previous work has demonstrated the feasibility of applying Natural Language Processing (NLP) to extract information. However, in real world research environments, the demand for NLP skills outweighs supply, creating a bottleneck in the secondary exploitation of the EHR. To address this, we present TextHunter, a tool for the creation of training data, construction of concept extraction machine learning models and their application to documents. Using confidence thresholds to ensure high precision (>90%), we achieved recall measurements as high as 99% in real world use cases.",
"Nowadays most hospitals use electronic health records as part of their hospital information systems. However, these systems are more suitable for hospital management than for physicians. The health record is not sufficiently structured; it includes a lot of free-text information, and the set of collected attributes is fixed and practically impossible to extend. Physicians, gathering information for the purpose of medical studies, often use varied proprietary solutions based on MS Access databases or MS Excel Sheets. The EuroMISE Centre - Cardio is developing an electronic health record (EHR) application called MUDRLite, which could easily fill the gap between existing EHRs. MUDRLite is the result of applied research in the field of EHR design, which is based on experience gathered during cooperation in the TripleC project. MUDRLite development is an extra branch in the MUDR (MUltimedia Distributed Record) development; it simplifies both the MUDR architecture and the MUDR data storage principles.MUDRLite itself is an empty body, which has to be filled in with an XML configuration file. This file completely describes the visual aspects and the behavior of the EHR application. It includes simple 4GL-like constructs written in the MUDRLite Language (MLL). This enables - using the event-oriented programming principles - to program various handling procedures for a range of actions, e.g. clicking a button fills a form with the result of an SQL statement. MUDRLite can be tailored to particular needs of any healthcare provider. This makes the MUDRLite application easy to use in specific environments. In the first instance, we are testing it at the Neurovascular Department of the Central Military Hospital in Prague.",
"This research extracted patient-reported symptoms from free-text EHR notes of colorectal and breast cancer patients and studied the correlation of the symptoms with comorbid type 2 diabetes, race, and smoking status. An NLP framework was developed first to use UMLS MetaMap to extract all symptom terms from the 366,398 EHR clinical notes of 1694 colorectal cancer (CRC) patients and 3458 breast cancer (BC) patients. Semantic analysis and clustering algorithms were then developed to categorize all the relevant symptoms into eight symptom clusters defined by seed terms. After all the relevant symptoms were extracted from the EHR clinical notes, the frequency of the symptoms reported from colorectal cancer (CRC) and breast cancer (BC) patients over three time-periods post-chemotherapy was calculated. Logistic regression (LR) was performed with each symptom cluster as the response variable while controlling for diabetes, race, and smoking status. The results show that the CRC and BC patients with Type 2 Diabetes (T2D) were more likely to report symptoms than CRC and BC without T2D over three time-periods in the cancer trajectory. We also found that current smokers were more likely to report anxiety (CRC, BC), neuropathic symptoms (CRC, BC), anxiety (BC), and depression (BC) than non-smokers.",clinical decision-making | data mining | electronic health records | machine learning | text mining
"BACKGROUND: Narrative data entry pervades computerized health information systems and serves as a key component in collecting patient-related information in electronic health records and patient safety event reporting systems. The quality and efficiency of clinical data entry are critical in arriving at an optimal diagnosis and treatment. The application of text prediction holds potential for enhancing human performance of data entry in reporting patient safety events. OBJECTIVE: This study examined two functions of text prediction intended for increasing efficiency and data quality of text data entry reporting patient safety events. METHODS: The study employed a two-group randomized design with 52 nurses. The nurses were randomly assigned into a treatment group or a control group with a task of reporting five patient fall cases in Chinese using a web-based test system, with or without the prediction functions. T-test, Chi-square and linear regression model were applied to evaluating the outcome differences in free-text data entry between the groups. RESULTS: While both groups of participants exhibited a good capacity for accomplishing the assigned task of reporting patient falls, the results from the treatment group showed an overall increase of 70.5% in text generation rate, an increase of 34.1% in reporting comprehensiveness score and a reduction of 14.5% in the non-adherence of the comment fields. The treatment group also showed an increasing text generation rate over time, whereas no such an effect was observed in the control group. CONCLUSION: As an attempt investigating the effectiveness of text prediction functions in reporting patient safety events, the study findings proved an effective strategy for assisting reporters in generating complementary free text when reporting a patient safety event. The application of the strategy may be effective in other clinical areas when free text entries are required.",Data entry | Incident reporting | Patient safety | Text prediction | Two-group randomized design | Usability evaluation
"Efficient prediction of cancer recurrence in advance may help to recruit high risk breast cancer patients for clinical trial on-time and can guide a proper treatment plan. Several machine learning approaches have been developed for recurrence prediction in previous studies, but most of them use only structured electronic health records and only a small training dataset, with limited success in clinical application. While free-text clinic notes may offer the greatest nuance and detail about a patient's clinical status, they are largely excluded in previous predictive models due to the increase in processing complexity and need for a complex modeling framework. In this study, we developed a weak-supervision framework for breast cancer recurrence prediction in which we trained a deep learning model on a large sample of free-text clinic notes by utilizing a combination of manually curated labels and NLP-generated non-perfect recurrence labels. The model was trained jointly on manually curated data from 670 patients and NLP-curated data of 8062 patients. It was validated on manually annotated data from 224 patients with recurrence and achieved 0.94 AUROC. This weak supervision approach allowed us to learn from a larger dataset using imperfect labels and ultimately provided greater accuracy compared to a smaller hand-curated dataset, with less manual effort invested in curation.",
"Coding accuracy in case-mix databases enables efficient funding of health facilities and accurate epidemiological statistics based on patients' stays information. We assume that the data collected in the electronic health record, especially drug prescriptions and medical reports are relevant for checking the consistency of the coding of diagnoses. We evaluated a new coding control tool, ""TOLBIAC control"", embedded in the Web100T coding assistant. This tool interacts with the Vidal Application Programming Interface and the electronic health record of the University Hospital of Saint-Etienne. The micro-average F-measure was 0.76 for drug prescriptions and 0.55 for free text medical reports. This initial evaluation has revealed that drug prescriptions in EHRs can successfully be used to develop an automated ICD-10 code-control tool. Nevertheless the ""TOLBIAC control"" tool is not yet fully effective for widespread use because of its limited performance in text analysis, a feature that is currently undergoing improvements.",Clinical Coding | Diagnosis Related Groups | Drug Prescriptions | Electronic Health Records | International Classification of Diseases
"BACKGROUND: Nationally endorsed, clinical performance measures are available that allow for quality reporting using electronic health records (EHRs). To our knowledge, how well they reflect actual quality of care has not been studied. We sought to evaluate the validity of performance measures for coronary artery disease (CAD) using an ambulatory EHR. METHODS: We performed a retrospective electronic medical chart review comparing automated measurement with a 2-step process of automated measurement supplemented by review of free-text notes for apparent quality failures for all patients with CAD from a large internal medicine practice using a commercial EHR. The 7 performance measures included the following: antiplatelet drug, lipid-lowering drug, beta-blocker following myocardial infarction, blood pressure measurement, lipid measurement, low-density lipoprotein cholesterol control, and angiotensin-converting enzyme inhibitor or angiotensin receptor blocker for patients with diabetes mellitus or left ventricular systolic dysfunction. RESULTS: Performance varied from 81.6% for lipid measurement to 97.6% for blood pressure measurement based on automated measurement. A review of free-text notes for cases failing an automated measure revealed that misclassification was common and that 15% to 81% of apparent quality failures either satisfied the performance measure or met valid exclusion criteria. After including free-text data, the adherence rate ranged from 87.5% for lipid measurement and low-density lipoprotein cholesterol control to 99.2% for blood pressure measurement. CONCLUSIONS: Profiling the quality of outpatient CAD care using data from an EHR has significant limitations. Changes in how data are routinely recorded in an EHR are needed to improve the accuracy of this type of quality measurement. Validity testing in different settings is required.",
"BACKGROUND: Physician and nurses have worked together for generations; however, their language and training are vastly different; comparing and contrasting their work and their joint impact on patient outcomes is difficult in light of this difference. At the same time, the EHR only includes the physician perspective via the physician-authored discharge summary, but not nurse documentation. Prior research in this area has focused on collaboration and the usage of similar terminology. OBJECTIVE: The objective of the study is to gain insight into interprofessional care by developing a computational metric to identify similarities, related concepts and differences in physician and nurse work. METHODS: 58 physician discharge summaries and the corresponding nurse plans of care were transformed into Unified Medical Language System (UMLS) Concept Unique Identifiers (CUIs). MedLEE, a Natural Language Processing (NLP) program, extracted ""physician terms"" from free-text physician summaries. The nursing plans of care were constructed using the HANDS(©) nursing documentation software. HANDS(©) utilizes structured terminologies: nursing diagnosis (NANDA-I), outcomes (NOC), and interventions (NIC) to create ""nursing terms"". The physician's and nurse's terms were compared using the UMLS network for relatedness, overlaying the physician and nurse terms for comparison. Our overarching goal is to provide insight into the care, by innovatively applying graph algorithms to the UMLS network. We reveal the relationships between the care provided by each professional that is specific to the patient level. RESULTS: We found that only 26% of patients had synonyms (identical UMLS CUIs) between the two professions' documentation. On average, physicians' discharge summaries contain 27 terms and nurses' documentation, 18. Traversing the UMLS network, we found an average of 4 terms related (distance less than 2) between the professions, leaving most concepts as unrelated between nurse and physician care. CONCLUSION: Our hypothesis that physician's and nurse's practice domains are markedly different is supported by the preliminary, quantitative evidence we found. Leveraging the UMLS network and graph traversal algorithms, allows us to compare and contrast nursing and physician care on a single patient, enabling a more complete picture of patient care. We can differentiate professional contributions to patient outcomes and related and divergent concepts by each profession.",Health informatics | Nursing documentation | Physician documentation | Professional discontinuity | UMLS
"Supporting data entry by clinicians is considered one of the greatest challenges in implementing electronic health records. In this paper we describe a formative evaluation study using three different methodologies through which we identified obstacles to point-of-care data entry for eye care and then used the formative process to develop and test solutions to overcome these obstacles. The greatest obstacles were supporting free text annotation of clinical observations and accommodating the creation of detailed diagrams in multiple colors. To support free text entry, we arrived at an approach that captures an image of a free text note and associates this image with related data elements in an encounter note. The detailed diagrams included a color pallet that allowed changing pen color with a single stroke and also captured the diagrams as an image associated with related data elements. During observed sessions with simulated patients, these approaches satisfied the clinicians' documentation needs by capturing the full range of clinical complexity that arises in practice.",
"OBJECTIVES: Comparative effectiveness research (CER) requires the capture and analysis of data from disparate sources, often from a variety of institutions with diverse electronic health record (EHR) implementations. In this paper we describe the CER Hub, a web-based informatics platform for developing and conducting research studies that combine comprehensive electronic clinical data from multiple health care organizations. METHODS: The CER Hub platform implements a data processing pipeline that employs informatics standards for data representation and web-based tools for developing study-specific data processing applications, providing standardized access to the patient-centric electronic health record (EHR) across organizations. RESULTS: The CER Hub is being used to conduct two CER studies utilizing data from six geographically distributed and demographically diverse health systems. These foundational studies address the effectiveness of medications for controlling asthma and the effectiveness of smoking cessation services delivered in primary care. DISCUSSION: The CER Hub includes four key capabilities: the ability to process and analyze both free-text and coded clinical data in the EHR; a data processing environment supported by distributed data and study governance processes; a clinical data-interchange format for facilitating standardized extraction of clinical data from EHRs; and a library of shareable clinical data processing applications. CONCLUSION: CER requires coordinated and scalable methods for extracting, aggregating, and analyzing complex, multi-institutional clinical data. By offering a range of informatics tools integrated into a framework for conducting studies using EHR data, the CER Hub provides a solution to the challenges of multi-institutional research using electronic medical record data.",Comparative effectiveness research | Electronic health records | Natural language processing
"CONTEXT: Patient reported outcomes (PROs) are one means of systematically gathering meaningful subjective information for patient care, population health, and patient centered outcomes research. However, optimal data management for effective PRO applications is unclear. CASE DESCRIPTION: Delivery systems associated with the Health Care Systems Research Network (HCSRN) have implemented PRO data collection as part of the Medicare annual Health Risk Assessment (HRA). A questionnaire assessed data content, collection, storage, and extractability in HCSRN delivery systems. FINDINGS: Responses were received from 15 (83.3 percent) of 18 sites. The proportion of Medicare beneficiaries completing an HRA ranged from less than 10 to 42 percent. Most sites collected core HRA elements and 10 collected information on additional domains such as social support. Measures for core domains varied across sites. Data were collected at and prior to visits. Modes included paper, clinician entry, patient portals, and interactive voice response. Data were stored in the electronic health record (EHR) in scanned documents, free text, and discrete fields, and in summary databases. MAJOR THEMES: PRO implementation requires effectively collecting, storing, extracting, and applying patient-reported data. Standardizing PRO measures and storing data in extractable formats can facilitate multi-site uses for PRO data, while access to individual PROs in the EHR may be sufficient for use at the point of care. CONCLUSION: Collecting comparable PRO data elements, storing data in extractable fields, and collecting data from a higher proportion of eligible respondents represents an optimal approach to support multi-site applications of PRO information.",data collection | electronic health records | patient reported outcomes | patient-centered care
"Linking clinical narratives to standardized vocabularies and coding systems is a key component of unlocking the information in medical text for analysis. However, many domains of medical concepts, such as functional outcomes and social determinants of health, lack well-developed terminologies that can support effective coding of medical text. We present a framework for developing natural language processing (NLP) technologies for automated coding of medical information in under-studied domains, and demonstrate its applicability through a case study on physical mobility function. Mobility function is a component of many health measures, from post-acute care and surgical outcomes to chronic frailty and disability, and is represented as one domain of human activity in the International Classification of Functioning, Disability, and Health (ICF). However, mobility and other types of functional activity remain under-studied in the medical informatics literature, and neither the ICF nor commonly-used medical terminologies capture functional status terminology in practice. We investigated two data-driven paradigms, classification and candidate selection, to link narrative observations of mobility status to standardized ICF codes, using a dataset of clinical narratives from physical therapy encounters. Recent advances in language modeling and word embedding were used as features for established machine learning models and a novel deep learning approach, achieving a macro-averaged F-1 score of 84% on linking mobility activity reports to ICF codes. Both classification and candidate selection approaches present distinct strengths for automated coding in under-studied domains, and we highlight that the combination of (i) a small annotated data set; (ii) expert definitions of codes of interest; and (iii) a representative text corpus is sufficient to produce high-performing automated coding systems. This research has implications for continued development of language technologies to analyze functional status information, and the ongoing growth of NLP tools for a variety of specialized applications in clinical care and research.",Disability | EHR data | Free text | ICF | Machine learning | Natural language processing | Physical function | Rehabilitation
"By automating collection of data elements, electronic health records may simplify the process of measuring the quality of medical care. Using data from a quality improvement initiative in primary care medical groups, we sought to determine whether the quality of care for falls and fear of falling in outpatients aged 75 and older could be accurately measured solely from codable (non-free-text) data in a structured visit note. A traditional medical record review by trained abstractors served as the criterion standard. Among 215 patient records reviewed, we found a structured visit note in 54% of charts within 3 mo of the date patients had been identified as having falls or fear of falling. The reliability of an algorithm based on codable data was at least good (kappa of at least 0.61) compared with full medical record review for three care processes recommended for patients with two falls or one fall with injury in the past year: orthostatic vital signs, vision test/eye examination, and home safety evaluation. However, the automated algorithm routinely underestimated quality of care. Performance standards based on automated measurement of quality of care from electronic health records need to account for documentation occurring in nonstructured form.",
"Problems in the structure, consistency, and completeness of electronic health record data are barriers to outcomes research, quality improvement, and practice redesign. This nonexperimental retrospective study examines the utility of importing de-identified electronic health record data into an external system to identify patients with and at risk for essential hypertension. We find a statistically significant increase in cases based on combined use of diagnostic and free-text coding (mean = 1,256.1, 95% CI 1,232.3-1,279.7) compared to diagnostic coding alone (mean = 1,174.5, 95% CI 1,150.5-1,198.3). While it is not surprising that significantly more patients are identified when broadening search criteria, the implications are critical for quality of care, the movement toward the National Committee for Quality Assurance's Patient-Centered Medical Home program, and meaningful use of electronic health records. Further, we find a statistically significant increase in potential cases based on the last two or more blood pressure readings greater than or equal to 140/90 mm Hg (mean = 1,353.9, 95% CI 1,329.9-1,377.9).",data quality | electronic health record | hypertension | outcomes research | quality care | registry
"The deployment of sophisticated software tools and electronic health records offers many new opportunities and challenges to support care delivery. One of the key opportunities is to enhance the quality of care with evidence-based medicine (EBM). One of the key challenges is to embed EBM in tools that directly facilitate the process of documentation and care delivery. Since clinicians typically have the option of using free text for most of their documentation, the tools that provide embedded EBM must be at least as efficient as free text. There are many requirements that must be met in order to effectively embed EBM within clinical content tools and enhance both the usability and the actual use of such tools and clinical content: (1) Facilitate the documentation process; (2) Facilitate the care delivery process, e.g. make order entry faster; (3) Contain recommendations that are highly relevant to the clinical context of an encounter; (4) Aid in the capture of discrete coded data. Support for local variation is often key to meeting these objectives and becomes a central factor in helping clinicians shift from unstructured free text, to the use of these tools, which support the delivery of EBM. This document describes the central tension between the objective of national standardization and delivery of EBM and the need for regional localization of clinical content. This tension must be thoughtfully managed to maximize the quality of care delivery and associated workflow practices. The key elements of legitimate local variation that must be recognized in order to achieve these goals are described in this document, and the key principles for managing the tensions between generalization and localization are identified.",
"BACKGROUND: Disparities research is often limited by incomplete accounting for differences in health status by populations. In the U.S., hysterectomy shows marked variation by race and geography, but it is difficult to understand what factors cause these variations without accounting for differences in the severity of gynecologic symptoms that drive hysterectomy decision-making. OBJECTIVE: Our objective is to demonstrate a method for using electronic health record (EHR)-derived data to create composite symptom severity indices to more fully capture relevant markers that influence the decision for hysterectomy. STUDY DESIGN: This was a retrospective cohort study of 1,993 people who underwent hysterectomy between April 4, 2014 and December 31, 2017 from ten hospitals and over 100 outpatient clinics in North Carolina. EHR data including billing, pharmacy, laboratory data, and free text notes, were used to identify markers of 3 common indications for hysterectomy: bulk symptoms (pressure from uterine enlargement), vaginal bleeding, and pelvic pain. To develop weighted symptom indices, we finalized a scoring algorithm based on the relationship of each marker to an objective measure, in combination with clinical expertise, with the goal of composite symptom severity indices that had sufficient variation to be useful in comparing different patient groups and allow discrimination between more or less severe symptoms of bulk, bleeding, or pain. RESULTS: Ranges of symptom severity scores varied across the three indices; including composite bulk score (0 to 14), vaginal bleeding score (0 to 44) and pain score (0 to 30). Mean values of each composite symptom severity index were greater for those who had diagnostic codes for vaginal bleeding, bulk symptoms, or pelvic pain, respectively. However, each index also demonstrated variation across the entire group of hysterectomy cases and identified symptoms that ranged in severity among those with and without the target diagnostic codes. CONCLUSIONS: Leveraging multisource data to create composite symptom severity indices provided greater discriminatory power to assess common gynecologic indications for hysterectomy. These methods can advance understanding in healthcare use in the setting of long-standing inequities and be applied across populations to account for previously unexplained variation across race, geography, and other social indicators.",Electronic Health Records | Health Equity | Hysterectomy | Leiomyoma | Quality of Life
"BACKGROUND: National health surveys indicate that chronic kidney disease (CKD) is an increasingly prevalent condition in Australia, placing a significant burden on the health budget and on the affected individuals themselves. Yet, there are relatively limited data on the prevalence of CKD within Australian general practice patients. In part, this could be due to variation in the terminology used by general practitioners (GPs) to identify and document a diagnosis of CKD. This project sought to investigate the variation in terms used when recording a diagnosis of CKD in general practice. METHODS: A search of routinely collected de-identified Australian general practice patient data (NPS MedicineWise MedicineInsight from January 1, 2013, to June 1, 2016; collected from 329 general practices) was conducted to determine the terms used. Manual searches were conducted on coded and on ""free-text"" or narrative information in the medical history, reason for encounter, and reason for prescription data fields. RESULTS: From this data set, 61 102 patients were potentially diagnosable with CKD on the basis of pathology results, but only 14 172 (23.2%) of these had a term representing CKD in their electronic record. Younger patients with pathology evidence of CKD were more likely to have documented CKD compared with older patients. There were a total of 2090 unique recorded documentation terms used by the GPs for CKD. The most commonly used terms tended to be those included as ""pick-list"" options within the various general practice software packages' standard ""classifications,"" accounting for 84% of use. CONCLUSIONS: A diagnosis of CKD was often not documented and, when recorded, it was in a variety of ways. While recording CKD with various terms and in free-text fields may allow GPs to flexibly document disease qualifiers and enter patient specific information, it might inadvertently decrease the quality of data collected from general practice records for clinical audit or research purposes.",chronic kidney disease | classification | coding | documentation | electronic health records | epidemiology | general practice | terminology
